type,Pole
Q,0,0,0,0
R,0
Eigenvalue,0.994587+0j,0.916229+0j,0.945962+0.00594968j,0.945962+-0.00594968j
Gain,30.9996,4.90698,0.0930444,0.371156
time,elapsed_time,theta_p,theta_p_dot,theta_w,theta_w_dot,theta_p_kf,theta_p_dot_kf,theta_w_kf,theta_w_dot_kf,log_motor_value,log_motor_direction,log_pwm_duty
1740906950.630,6.27621,-0.09648,-0.16884,3.64240,1.57001,-0.00847,-0.27069,3.89418,5.91201,1.13573,1,22.00000
1740906950.641,6.28699,-0.09644,-0.12852,3.65810,1.56996,-0.00961,-0.25149,3.90838,5.63090,1.09172,1,21.00000
1740906950.653,6.29856,-0.09669,-0.21777,3.67380,1.57001,-0.01246,-0.24400,3.92056,5.34987,0.93691,1,18.00000
1740906950.662,6.30809,-0.09733,-0.21568,3.68950,1.57001,-0.01529,-0.23866,3.93093,5.07839,0.77559,1,15.00000
1740906950.673,6.31855,-0.09867,-0.17264,3.70520,1.57001,-0.01744,-0.22509,3.93961,4.77462,0.66345,1,13.00000
1740906950.684,6.32965,-0.09900,-0.23307,3.70520,0.00000,-0.02082,-0.21441,3.94419,4.42348,0.48120,1,9.00000
1740906950.694,6.33957,-0.10012,-0.25222,3.70520,0.00000,-0.02462,-0.20560,3.94509,4.05364,0.26938,1,5.00000
1740906950.705,6.35096,-0.10118,-0.25321,3.72090,1.57001,-0.02853,-0.19526,3.94517,3.66854,-0.28381,2,5.00000
1740906950.715,6.36120,-0.10232,-0.24571,3.72090,0.00000,-0.03243,-0.17898,3.94160,3.22986,-0.48817,2,9.00000
1740906950.725,6.37103,-0.10344,-0.27602,3.72090,0.00000,-0.03728,-0.14654,3.93425,2.62877,-0.70288,2,14.00000
1740906950.737,6.38317,-0.10472,-0.28394,3.72090,0.00000,-0.04251,-0.11626,3.92288,2.00919,-0.94743,2,18.00000
1740906950.747,6.39276,-0.10574,-0.26408,3.72090,0.00000,-0.04761,-0.08470,3.90789,1.37180,-1.18881,2,23.00000
1740906950.757,6.40265,-0.10666,-0.29693,3.72090,0.00000,-0.05354,-0.05715,3.88971,0.71506,-1.48274,2,29.00000
1740906950.769,6.41447,-0.10797,-0.35701,3.72090,0.00000,-0.06071,-0.03718,3.86871,0.04722,-1.85703,2,37.00000
1740906950.778,6.42432,-0.10948,-0.35903,3.72090,0.00000,-0.06808,-0.01527,3.84505,-0.65076,-2.23907,2,44.00000
1740906950.790,6.43627,-0.11096,-0.37539,3.72090,0.00000,-0.07594,0.01007,3.81880,-1.40165,-2.63968,2,52.00000
1740906950.800,6.44590,-0.11256,-0.41787,3.72090,0.00000,-0.08478,0.03493,3.78994,-2.19915,-3.09035,2,61.00000
1740906950.812,6.45797,-0.11411,-0.45810,3.72090,0.00000,-0.09454,0.05961,3.75846,-3.04343,-3.30000,2,66.00000
1740906950.821,6.46727,-0.11572,-0.52384,3.72090,0.00000,-0.10567,0.08266,3.72434,-3.94428,-3.30000,2,66.00000
1740906950.832,6.47782,-0.11770,-0.58747,3.72090,0.00000,-0.11794,0.09160,3.68786,-4.80606,-3.30000,2,66.00000
1740906950.843,6.48897,-0.12017,-0.63895,3.72090,0.00000,-0.13086,0.07898,3.64998,-5.55345,-3.30000,2,66.00000
1740906950.853,6.49846,-0.12631,-0.46538,3.70520,-1.57001,-0.14039,0.07605,3.60891,-6.23363,-3.30000,2,66.00000
1740906950.863,6.50874,-0.12838,1.24331,3.64240,-6.27999,-0.11980,0.26827,3.55599,-7.01807,-3.30000,2,66.00000
1740906950.875,6.52039,-0.11898,0.86617,3.57960,-6.27999,-0.10740,0.39492,3.49600,-7.72422,-3.30000,2,66.00000
1740906950.884,6.52984,-0.11246,0.06101,3.53250,-4.71003,-0.11007,0.40895,3.43374,-8.29878,-3.30000,2,66.00000
1740906950.894,6.54032,-0.11378,0.08809,3.45400,-7.84998,-0.11230,0.42098,3.36394,-8.86195,-3.30000,2,66.00000
1740906950.906,6.55170,-0.11420,0.65759,3.42260,-3.14002,-0.10449,0.48807,3.29515,-9.35860,-3.30000,2,66.00000
1740906950.915,6.56101,-0.10988,1.05154,3.37550,-4.70998,-0.09026,0.59086,3.22494,-9.82019,-3.30000,2,66.00000
1740906950.926,6.57179,-0.10148,0.66245,3.31270,-6.27999,-0.08366,0.63700,3.15259,-10.21392,-3.13545,2,62.00000
1740906950.937,6.58286,-0.09760,0.52901,3.26560,-4.71003,-0.07973,0.65844,3.08130,-10.53211,-3.03285,2,60.00000
1740906950.948,6.59349,-0.09657,0.72276,3.18710,-7.84998,-0.07245,0.69233,3.00594,-10.79782,-2.74665,2,54.00000
1740906950.959,6.60477,-0.09410,0.81548,3.12430,-6.27999,-0.06376,0.72674,2.93058,-10.99154,-2.38734,2,47.00000
1740906950.969,6.61438,-0.09007,0.70260,3.06150,-6.27999,-0.05714,0.73023,2.85616,-11.04263,-2.19104,2,43.00000
1740906950.981,6.62667,-0.08673,0.51472,2.98300,-7.85000,-0.05366,0.69643,2.78132,-10.95692,-2.22384,2,44.00000
1740906950.989,6.63514,-0.08528,0.58086,2.92020,-6.28002,-0.04864,0.66516,2.70934,-10.79300,-2.16768,2,43.00000
1740906951.001,6.64640,-0.08127,0.52539,2.85740,-6.27999,-0.04442,0.63512,2.64006,-10.64080,-2.13413,2,42.00000
1740906951.010,6.65595,-0.07849,0.45034,2.81030,-4.71003,-0.04126,0.59753,2.57572,-10.44434,-2.15367,2,43.00000
1740906951.021,6.66668,-0.07613,0.27893,2.74750,-6.27999,-0.04083,0.54584,2.51325,-10.24435,-2.32564,2,46.00000
1740906951.032,6.67776,-0.07332,0.38333,2.66900,-7.85000,-0.03823,0.51720,2.44953,-10.10125,-2.33833,2,46.00000
1740906951.042,6.68814,-0.07157,0.43282,2.59050,-7.84998,-0.03472,0.50942,2.38438,-10.05563,-2.25701,2,45.00000
1740906951.054,6.70011,-0.06905,0.17204,2.52770,-6.28002,-0.03577,0.47346,2.32050,-9.99406,-2.44900,2,48.00000
1740906951.064,6.70942,-0.06856,0.28442,2.48060,-4.70998,-0.03448,0.44922,2.25975,-9.89105,-2.49538,2,49.00000
1740906951.074,6.72007,-0.06720,0.14020,2.41780,-6.27999,-0.03568,0.42236,2.19923,-9.86538,-2.66059,2,53.00000
1740906951.086,6.73152,-0.06560,0.30289,2.35500,-6.27999,-0.03384,0.42007,2.13823,-9.87374,-2.62360,2,52.00000
1740906951.095,6.74112,-0.06236,0.20876,2.29220,-6.28002,-0.03375,0.41588,2.07678,-9.93847,-2.67104,2,53.00000
1740906951.106,6.75163,-0.06190,0.20691,2.21370,-7.85000,-0.03365,0.41155,2.01208,-10.01124,-2.72225,2,54.00000
1740906951.117,6.76309,-0.06044,0.11605,2.15090,-6.27999,-0.03513,0.39812,1.94733,-10.08321,-2.86658,2,57.00000
1740906951.127,6.77242,-0.06005,0.26133,2.08810,-6.27999,-0.03395,0.40457,1.88198,-10.17652,-2.83933,2,56.00000
1740906951.137,6.78307,-0.05946,0.29409,2.00960,-7.85000,-0.03238,0.42235,1.81344,-10.33912,-2.76988,2,55.00000
1740906951.149,6.79435,-0.05856,0.37105,1.94680,-6.28000,-0.02955,0.44388,1.74460,-10.47224,-2.63255,2,52.00000
1740906951.158,6.80395,-0.05730,0.18286,1.88400,-6.28000,-0.03014,0.43676,1.67598,-10.54934,-2.72073,2,54.00000
1740906951.168,6.81421,-0.05621,0.27766,1.80550,-7.85000,-0.02891,0.43542,1.60511,-10.59440,-2.71244,2,54.00000
1740906951.180,6.82585,-0.05507,0.27438,1.74270,-6.27999,-0.02778,0.43701,1.53516,-10.65369,-2.69803,2,53.00000
1740906951.190,6.83562,-0.05275,0.40680,1.74270,0.00000,-0.02421,0.44574,1.47591,-10.60794,-2.53302,2,50.00000
1740906951.200,6.84630,-0.05044,0.29929,1.74270,0.00000,-0.02250,0.43716,1.42616,-10.47910,-2.47907,2,49.00000
1740906951.212,6.85760,-0.04861,0.34674,1.67990,-6.28000,-0.01982,0.43215,1.37487,-10.33872,-2.37313,2,47.00000
1740906951.222,6.86736,-0.04714,0.28699,1.61710,-6.27999,-0.01817,0.42113,1.32314,-10.20001,-2.32935,2,46.00000
1740906951.233,6.87884,-0.04559,0.34080,1.55430,-6.28000,-0.01546,0.41521,1.27093,-10.05104,-2.22411,2,44.00000
1740906951.243,6.88844,-0.04253,0.25821,1.52290,-3.14000,-0.01413,0.39769,1.22364,-9.85666,-2.20096,2,44.00000
1740906951.253,6.89891,-0.04062,0.37397,1.47580,-4.71001,-0.01058,0.39342,1.17773,-9.65149,-2.04010,2,40.00000
1740906951.265,6.91043,-0.03908,0.35048,1.42870,-4.70999,-0.00746,0.38887,1.13337,-9.45359,-1.89637,2,37.00000
1740906951.274,6.92009,-0.03714,0.41439,1.39730,-3.14000,-0.00310,0.38572,1.09291,-9.19530,-1.68463,2,33.00000
1740906951.285,6.93101,-0.03483,0.33994,1.36590,-3.14000,0.00002,0.37023,1.05623,-8.88787,-1.55308,2,31.00000
1740906951.296,6.94157,-0.03422,0.24846,1.31880,-4.71001,0.00172,0.34057,1.02070,-8.53856,-1.51968,2,30.00000
1740906951.306,6.95195,-0.03308,0.31656,1.27170,-4.71001,0.00485,0.32047,0.98632,-8.18768,-1.39423,2,27.00000
1740906951.318,6.96374,-0.03199,0.54275,1.22460,-4.70999,0.01202,0.33275,0.95257,-7.88286,-1.00173,2,20.00000
1740906951.328,6.97355,-0.03041,0.36447,1.17750,-4.70999,0.01592,0.32264,0.91973,-7.55960,-0.81357,2,16.00000
1740906951.338,6.98434,-0.02837,0.37625,1.11470,-6.28002,0.02025,0.30299,0.88535,-7.16054,-0.63086,2,12.00000
1740906951.350,6.99576,-0.02689,0.33774,1.08330,-3.14000,0.02409,0.27549,0.85536,-6.70776,-0.48157,2,9.00000
1740906951.360,7.00568,-0.02611,0.43166,1.03620,-4.70999,0.02978,0.26042,0.82636,-6.25588,-0.21404,2,4.00000
1740906951.372,7.01816,-0.02432,0.32871,0.98910,-4.71000,0.03374,0.23500,0.79865,-5.79996,0.29062,1,5.00000
1740906951.381,7.02704,-0.02377,0.46602,0.94200,-4.71000,0.04034,0.22238,0.77188,-5.31495,0.61097,1,12.00000
1740906951.392,7.03777,-0.02131,0.40380,0.91060,-3.14000,0.04617,0.18553,0.74936,-4.67931,0.84450,1,16.00000
1740906951.404,7.04946,-0.01957,0.46757,0.86350,-4.71000,0.05343,0.15480,0.72842,-4.01576,1.16315,1,23.00000
1740906951.413,7.05930,-0.01739,0.35731,0.83210,-3.14001,0.05897,0.11177,0.71196,-3.31917,1.38092,1,27.00000
1740906951.425,7.07123,-0.01597,0.44819,0.80070,-3.14000,0.06649,0.07794,0.69918,-2.58503,1.71910,1,34.00000
1740906951.435,7.08113,-0.01504,0.48434,0.76930,-3.14000,0.07483,0.05198,0.68978,-1.85371,2.12080,1,42.00000
1740906951.446,7.09222,-0.01287,0.50553,0.73790,-3.14000,0.08375,0.02589,0.68343,-1.08380,2.55456,1,51.00000
1740906951.457,7.10326,-0.01066,0.48680,0.72220,-1.57000,0.09261,-0.00913,0.68270,-0.23171,2.97352,1,59.00000
1740906951.468,7.11422,-0.00840,0.44521,0.70650,-1.57000,0.10107,-0.05458,0.68729,0.69747,3.30000,1,66.00000
1740906951.479,7.12454,-0.00661,0.50892,0.69080,-1.57000,0.11105,-0.09523,0.69683,1.67846,3.30000,1,66.00000
1740906951.489,7.13480,-0.00441,0.55299,0.67510,-1.57000,0.12205,-0.12808,0.71089,2.66882,3.30000,1,66.00000
1740906951.501,7.14635,-0.00214,0.56451,0.67510,0.00000,0.13323,-0.14292,0.73101,3.56960,3.30000,1,66.00000
1740906951.510,7.15578,0.00072,0.69181,0.67510,0.00000,0.14648,-0.12790,0.75521,4.36838,3.30000,1,66.00000
1740906951.521,7.16641,0.01043,-0.84818,0.70650,3.14000,0.13245,-0.28534,0.78962,5.22872,3.30000,1,66.00000
1740906951.532,7.17765,0.00430,-1.09539,0.75360,4.71000,0.11533,-0.45239,0.83327,6.05614,3.30000,1,66.00000
1740906951.541,7.18728,-0.00411,-0.43411,0.76930,1.57000,0.11109,-0.51779,0.87786,6.72738,3.30000,1,66.00000
1740906951.552,7.19745,-0.00562,0.45429,0.83210,6.28000,0.12288,-0.47006,0.92988,7.32454,3.30000,1,66.00000
1740906951.562,7.20802,-0.00028,-0.80618,0.89490,6.28001,0.11207,-0.56735,0.99026,7.97661,3.30000,1,66.00000
1740906951.573,7.21907,-0.00438,-1.25150,0.95770,6.27999,0.09422,-0.70378,1.05681,8.60973,2.93136,1,58.00000
1740906951.584,7.22994,-0.01262,-0.87999,0.98910,3.14000,0.08396,-0.77750,1.12209,9.11316,2.44441,1,48.00000
1740906951.595,7.24120,-0.01800,-0.04866,1.03620,4.71000,0.08856,-0.72538,1.18707,9.36905,2.94371,1,58.00000
1740906951.605,7.25095,-0.01628,-0.33344,1.08330,4.70999,0.08732,-0.68373,1.25120,9.42726,3.13734,1,62.00000
1740906951.616,7.26146,-0.01608,-0.62048,1.16180,7.85000,0.08112,-0.70715,1.31957,9.71362,2.94264,1,58.00000
1740906951.627,7.27278,-0.01833,-0.55579,1.24030,7.85000,0.07640,-0.73011,1.39197,10.05810,2.81835,1,56.00000
1740906951.637,7.28258,-0.02093,-0.28569,1.28740,4.70999,0.07642,-0.70471,1.46224,10.24657,3.01999,1,60.00000
1740906951.649,7.29459,-0.02362,-0.41239,1.36590,7.85002,0.07389,-0.69130,1.53572,10.40583,3.07359,1,61.00000
1740906951.659,7.30449,-0.02563,-0.43957,1.41300,4.70998,0.07089,-0.68880,1.60647,10.58796,3.06697,1,61.00000
1740906951.669,7.31497,-0.02883,-0.34298,1.47580,6.28000,0.06957,-0.67735,1.67765,10.76566,3.15486,1,63.00000
1740906951.681,7.32655,-0.02717,-0.15957,1.50720,3.14000,0.07132,-0.63991,1.74361,10.85755,3.30000,1,66.00000
1740906951.690,7.33589,-0.02606,-0.35763,1.58570,7.85000,0.06935,-0.63563,1.81327,11.02029,3.30000,1,66.00000
1740906951.701,7.34666,-0.02658,-0.59318,1.64850,6.28000,0.06332,-0.66471,1.88358,11.22731,3.21365,1,64.00000
1740906951.712,7.35801,-0.02886,-0.55414,1.69560,4.71001,0.05820,-0.68368,1.95177,11.38215,3.02536,1,60.00000
1740906951.722,7.36794,-0.03055,-0.38021,1.74270,4.70999,0.05619,-0.67455,2.01764,11.45595,3.04163,1,60.00000
1740906951.732,7.37823,-0.03025,-0.40660,1.78980,4.71001,0.05351,-0.65889,2.08104,11.43474,3.03344,1,60.00000
1740906951.744,7.38951,-0.02653,-0.54468,1.86830,7.84998,0.04839,-0.66523,2.14719,11.46018,2.85909,1,57.00000
1740906951.754,7.39946,-0.02984,-0.57051,1.91540,4.71001,0.04287,-0.67243,2.21029,11.44966,2.65458,1,53.00000
1740906951.766,7.41171,-0.03500,-0.46052,1.99390,7.84999,0.03926,-0.66182,2.27561,11.39817,2.58177,1,51.00000
1740906951.776,7.42152,-0.03658,-0.30902,1.99390,0.00000,0.03802,-0.61838,2.32915,11.16125,2.67363,1,53.00000
1740906951.788,7.43338,-0.03622,-0.22266,2.05670,6.28003,0.03797,-0.57175,2.38278,10.94291,2.82467,1,56.00000
1740906951.797,7.44287,-0.03477,-0.58807,2.11950,6.27999,0.03127,-0.58048,2.43675,10.81285,2.53108,1,50.00000
1740906951.807,7.45260,-0.03866,-0.34243,2.13520,1.56999,0.02907,-0.56552,2.48315,10.66965,2.48730,1,49.00000
1740906951.817,7.46291,-0.04232,-0.26848,2.18230,4.71001,0.02785,-0.53260,2.52836,10.43630,2.52877,1,50.00000
1740906951.829,7.47443,-0.04442,-0.17928,2.22940,4.70998,0.02795,-0.49356,2.57182,10.20265,2.64065,1,52.00000
1740906951.838,7.48404,-0.04632,-0.18194,2.29220,6.28002,0.02778,-0.46559,2.61662,10.03281,2.71371,1,54.00000
1740906951.849,7.49463,-0.04561,-0.50030,2.38640,9.42001,0.02200,-0.49020,2.66855,10.01062,2.41052,1,48.00000
1740906951.860,7.50589,-0.04890,-0.18229,2.46490,7.84998,0.02215,-0.48193,2.72374,10.02355,2.46539,1,49.00000
1740906951.870,7.51547,-0.04896,-0.18675,2.49630,3.14000,0.02190,-0.45660,2.77442,9.88127,2.53396,1,50.00000
1740906951.880,7.52615,-0.04527,-0.05474,2.54340,4.71001,0.02385,-0.42283,2.82353,9.76262,2.72060,1,54.00000
1740906951.891,7.53716,-0.04656,-0.14720,2.60620,6.27999,0.02397,-0.40930,2.87422,9.70756,2.77504,1,55.00000
1740906951.902,7.54758,-0.04516,-0.16621,2.66900,6.27999,0.02382,-0.41001,2.92661,9.74209,2.78463,1,55.00000
1740906951.913,7.55910,-0.04639,0.05738,2.74750,7.85000,0.02766,-0.38948,2.98318,9.81659,3.03747,1,60.00000
1740906951.923,7.56834,-0.04736,-0.09955,2.81030,6.27999,0.02856,-0.38829,3.04137,9.90326,3.10863,1,62.00000
1740906951.933,7.57918,-0.04877,0.01458,2.87310,6.28002,0.03160,-0.38559,3.10118,10.07428,3.28507,1,65.00000
1740906951.945,7.59062,-0.04906,-0.39657,2.95160,7.85000,0.02743,-0.43450,3.16609,10.31407,3.01083,1,60.00000
1740906951.955,7.60052,-0.05089,-0.19587,2.96730,1.57001,0.02720,-0.45601,3.22464,10.50461,2.97456,1,59.00000
1740906951.965,7.61094,-0.05057,-0.29916,3.01440,4.70998,0.02510,-0.47237,3.28311,10.58172,2.86304,1,57.00000
1740906951.976,7.62216,-0.05370,-0.35617,3.07720,6.27999,0.02209,-0.49282,3.34306,10.65328,2.70163,1,54.00000
1740906951.986,7.63204,-0.05465,-0.40218,3.10860,3.14002,0.01833,-0.50785,3.39877,10.63584,2.51010,1,50.00000
1740906951.998,7.64391,-0.05307,-0.26609,3.17140,6.27999,0.01703,-0.50026,3.45534,10.56971,2.48767,1,49.00000
1740906952.008,7.65376,-0.05623,-0.34970,3.21850,4.71001,0.01406,-0.49384,3.50960,10.42793,2.37950,1,47.00000
1740906952.018,7.66428,-0.05780,-0.31235,3.31270,9.42001,0.01178,-0.48979,3.56925,10.35103,2.30580,1,46.00000
1740906952.029,7.67526,-0.06090,-0.47166,3.39120,7.85000,0.00666,-0.50208,3.63100,10.27018,2.06254,1,41.00000
1740906952.040,7.68605,-0.06173,-0.55322,3.42260,3.13997,0.00018,-0.51722,3.68691,10.12148,1.73737,1,34.00000
1740906952.052,7.69756,-0.06424,-0.21554,3.48540,6.28002,-0.00035,-0.48428,3.74219,9.89048,1.80201,1,36.00000
1740906952.061,7.70695,-0.06259,-0.28343,3.53250,4.70998,-0.00251,-0.44813,3.79382,9.54896,1.79049,1,35.00000
1740906952.072,7.71779,-0.06358,-0.22094,3.61100,7.85000,-0.00370,-0.41897,3.84718,9.29766,1.80830,1,36.00000
1740906952.083,7.72892,-0.06223,-0.55187,3.67380,6.27999,-0.01084,-0.43416,3.90023,9.09151,1.44080,1,28.00000
1740906952.094,7.73935,-0.06573,0.89561,3.72090,4.71003,0.00759,-0.28182,3.94843,8.79869,2.65546,1,53.00000
1740906952.103,7.74898,-0.05648,-0.87862,3.78370,6.27999,-0.00659,-0.33530,3.99887,8.54010,1.86220,1,37.00000
1740906952.114,7.75983,-0.06399,-1.32759,3.84650,6.27999,-0.02720,-0.50279,4.05144,8.78935,0.49872,1,9.00000
1740906952.126,7.77163,-0.06951,-1.26610,3.90930,6.28002,-0.04580,-0.61039,4.10609,8.73180,-0.96210,2,19.00000
1740906952.137,7.78311,-0.07338,-0.68949,3.95640,4.70998,-0.05422,-0.57671,4.15596,8.12321,-1.27898,2,25.00000
1740906952.146,7.79182,-0.07670,-0.63821,4.00350,4.70998,-0.06285,-0.47749,4.19828,7.02095,-1.46500,2,29.00000
1740906952.157,7.80242,-0.07860,-1.08130,4.03490,3.14002,-0.08001,-0.43738,4.23010,5.90175,-2.21253,2,44.00000
1740906952.169,7.81436,-0.08379,-1.19795,4.08200,4.71001,-0.09931,-0.42384,4.25528,4.83310,-3.13852,2,62.00000
1740906952.178,7.82416,-0.08662,-1.27840,4.11340,3.14002,-0.12026,-0.40039,4.27155,3.58116,-3.30000,2,66.00000
1740906952.190,7.83582,-0.09093,-1.03604,4.16050,4.70996,-0.13734,-0.32685,4.28082,2.11372,-3.30000,2,66.00000
1740906952.200,7.84548,-0.09673,-1.25180,4.17620,1.57003,-0.15850,-0.29724,4.27891,0.71440,-3.30000,2,66.00000
1740906952.210,7.85603,-0.10306,-1.14900,4.20760,3.13997,-0.17763,-0.28154,4.27076,-0.53796,-3.30000,2,66.00000
1740906952.221,7.86729,-0.11300,0.61354,4.19190,-1.56999,-0.16568,-0.07610,4.24818,-1.83590,-3.30000,2,66.00000
1740906952.231,7.87679,-0.11039,0.91128,4.16050,-3.14002,-0.15006,0.13434,4.21339,-3.06418,-3.30000,2,66.00000
1740906952.241,7.88728,-0.10421,0.17115,4.11340,-4.70996,-0.14904,0.22962,4.16790,-4.16355,-3.30000,2,66.00000
1740906952.253,7.89856,-0.10224,-0.45793,4.08200,-3.14002,-0.15960,0.22915,4.11683,-5.11295,-3.30000,2,66.00000
1740906952.262,7.90816,-0.10633,-0.24550,4.03490,-4.71001,-0.16620,0.24203,4.05814,-6.00552,-3.30000,2,66.00000
1740906952.273,7.91870,-0.10865,0.58811,3.97210,-6.27999,-0.15812,0.34209,3.99020,-6.89667,-3.30000,2,66.00000
1740906952.284,7.92984,-0.10436,0.51347,3.90930,-6.27999,-0.15207,0.41639,3.91604,-7.70680,-3.30000,2,66.00000
1740906952.294,7.93940,-0.10019,0.02301,3.86220,-4.71003,-0.15507,0.41689,3.84037,-8.38325,-3.30000,2,66.00000
1740906952.304,7.94967,-0.10004,0.10182,3.81510,-4.70998,-0.15652,0.41746,3.76341,-8.97959,-3.30000,2,66.00000
1740906952.315,7.96119,-0.10051,0.43599,3.75230,-6.28002,-0.15200,0.45094,3.68307,-9.54169,-3.30000,2,66.00000
1740906952.325,7.97072,-0.09723,0.39415,3.68950,-6.27999,-0.14840,0.47094,3.60090,-10.03700,-3.30000,2,66.00000
1740906952.335,7.98099,-0.09530,0.13903,3.61100,-7.85000,-0.14939,0.45588,3.51546,-10.47901,-3.30000,2,66.00000
1740906952.347,7.99248,-0.09677,0.19056,3.54820,-6.27999,-0.14926,0.44202,3.42995,-10.86012,-3.30000,2,66.00000
1740906952.356,8.00191,-0.09663,0.31068,3.50110,-4.71001,-0.14680,0.43700,3.34714,-11.16970,-3.30000,2,66.00000
1740906952.366,8.01226,-0.09631,0.38266,3.42260,-7.85000,-0.14303,0.43991,3.26197,-11.46662,-3.30000,2,66.00000
1740906952.378,8.02381,-0.09319,0.21056,3.37550,-4.70998,-0.14221,0.41693,3.18077,-11.67390,-3.30000,2,66.00000
1740906952.388,8.03344,-0.09171,0.11376,3.32840,-4.71003,-0.14283,0.38110,3.10314,-11.81875,-3.30000,2,66.00000
1740906952.398,8.04372,-0.09141,0.27244,3.28130,-4.70998,-0.14031,0.36421,3.02867,-11.92771,-3.30000,2,66.00000
1740906952.409,8.05524,-0.08782,0.17031,3.18710,-9.41999,-0.13947,0.34057,2.94987,-12.06260,-3.30000,2,66.00000
1740906952.419,8.06472,-0.08631,0.19812,3.12430,-6.27999,-0.13792,0.31971,2.87270,-12.16169,-3.30000,2,66.00000
1740906952.429,8.07523,-0.08389,0.02975,3.03010,-9.42001,-0.13917,0.28373,2.79197,-12.27493,-3.30000,2,66.00000
1740906952.441,8.08643,-0.08159,0.08840,2.98300,-4.70998,-0.13902,0.25318,2.71586,-12.32959,-3.30000,2,66.00000
1740906952.450,8.09577,-0.08017,0.13932,2.98300,0.00000,-0.13761,0.22410,2.65128,-12.27616,-3.30000,2,66.00000
1740906952.460,8.10628,-0.08050,0.12779,2.96730,-1.57001,-0.13611,0.19470,2.59429,-12.17167,-3.30000,2,66.00000
1740906952.472,8.11747,-0.08127,0.10015,2.90450,-6.28002,-0.13490,0.16899,2.53668,-12.09675,-3.30000,2,66.00000
1740906952.481,8.12708,-0.08213,-0.09201,2.84170,-6.27999,-0.13691,0.12512,2.47914,-12.02289,-3.30000,2,66.00000
1740906952.492,8.13736,-0.08377,-0.01570,2.76320,-7.85000,-0.13727,0.09742,2.41866,-11.99295,-3.30000,2,66.00000
1740906952.503,8.14905,-0.08195,0.17078,2.68470,-7.85000,-0.13418,0.09647,2.35540,-12.00186,-3.30000,2,66.00000
1740906952.513,8.15853,-0.07942,0.09306,2.60620,-7.85000,-0.13249,0.08874,2.28987,-12.02466,-3.30000,2,66.00000
1740906952.523,8.16881,-0.07824,-0.21654,2.55910,-4.70998,-0.13614,0.04339,2.22776,-11.99343,-3.30000,2,66.00000
1740906952.534,8.18029,-0.08149,-0.21296,2.49630,-6.28002,-0.13937,0.00328,2.16554,-11.97264,-3.30000,2,66.00000
1740906952.544,8.18973,-0.08250,0.01922,2.46490,-3.14000,-0.13814,-0.00938,2.10815,-11.92269,-3.30000,2,66.00000
1740906952.554,8.20028,-0.08189,-0.15849,2.38640,-7.84998,-0.13998,-0.03721,2.04762,-11.90637,-3.30000,2,66.00000
1740906952.566,8.21153,-0.08098,-0.35182,2.30790,-7.85000,-0.14499,-0.08350,1.98475,-11.90232,-3.30000,2,66.00000
1740906952.575,8.22091,-0.07884,-0.46507,2.29220,-1.57001,-0.15149,-0.14516,1.92992,-11.81500,-3.30000,2,66.00000
1740906952.586,8.23152,-0.08340,-0.23946,2.27650,-1.57001,-0.15345,-0.17780,1.88131,-11.70288,-3.30000,2,66.00000
1740906952.597,8.24279,-0.08639,-0.41681,2.21370,-6.27999,-0.15829,-0.22445,1.83108,-11.62097,-3.30000,2,66.00000
1740906952.607,8.25247,-0.08759,-0.46769,2.22940,1.56999,-0.16353,-0.28056,1.79247,-11.43738,-3.30000,2,66.00000
1740906952.617,8.26281,-0.09077,-0.62399,2.19800,-3.14000,-0.17103,-0.34760,1.75600,-11.26473,-3.30000,2,66.00000
1740906952.629,8.27435,-0.09102,-0.60027,2.10380,-9.41999,-0.17762,-0.39819,1.71130,-11.20048,-3.30000,2,66.00000
1740906952.638,8.28386,-0.09265,-0.64777,2.05670,-4.70998,-0.18461,-0.45166,1.66735,-11.12845,-3.30000,2,66.00000
1740906952.649,8.29478,-0.09677,-0.82276,2.02530,-3.14002,-0.19419,-0.52282,1.62625,-11.03169,-3.30000,2,66.00000
1740906952.660,8.30570,-0.10101,-0.75576,1.96250,-6.28000,-0.20201,-0.57747,1.58207,-10.98597,-3.30000,2,66.00000
1740906952.670,8.31620,-0.10533,-1.01417,1.93110,-3.14000,-0.21386,-0.66057,1.54088,-10.90292,-3.30000,2,66.00000
1740906952.682,8.32741,-0.10941,-1.16511,1.85260,-7.84999,-0.22767,-0.75040,1.49425,-10.88008,-3.30000,2,66.00000
1740906952.691,8.33709,-0.11555,-1.07841,1.82120,-3.14000,-0.23913,-0.82707,1.45044,-10.83453,-3.30000,2,66.00000
1740906952.702,8.34738,-0.11851,-1.23581,1.78980,-3.14000,-0.25261,-0.91773,1.40900,-10.76916,-3.30000,2,66.00000
1740906952.713,8.35889,-0.12628,-1.58450,1.69560,-9.42000,-0.27150,-1.03652,1.35971,-10.77384,-3.30000,2,66.00000
1740906952.723,8.36852,-0.13043,-1.50510,1.67990,-1.57001,-0.28783,-1.14402,1.31616,-10.72175,-3.30000,2,66.00000
1740906952.733,8.37900,-0.13813,-1.71448,1.63280,-4.71001,-0.30686,-1.26737,1.27225,-10.67747,-3.30000,2,66.00000
1740906952.745,8.39043,-0.14593,-1.96824,1.55430,-7.84999,-0.32928,-1.40845,1.22328,-10.67685,-3.30000,2,66.00000
